class	cid	kegg	name	cas	formula	mass	mPlusH	mPlusHCCS	mPlusHRsd	mPlusNa	mPlusNaCCS	mPlusNaRsd	mMinusH	mMinusHCCS	mMinusHRsd	mPlusDot	mPlusDotCCS	mPlusDotRsd
Endogenous	31404	C14693	Butylated Hydroxytoluene	128-37-0	C15H24O	220.18271	221.1899814	N/A	N/A	243.1719234	N/A	N/A	219.1754294	N/A	N/A			
Endogenous	588	C00791	Creatinine	60-27-5	C4H7N3O	113.05891	114.0661852	128.3	0.608749	136.0481272	136	0.701426	112.0516332	N/A	N/A			
Endogenous	643	C01909	d-Desthiobiotin	533-48-2	C10H18N2O3	214.13174	215.1390118	145	N/A	237.1209538	158.2666667	0.291837	213.1244598	157.167	0.097191			
Endogenous	16219272		Dihydroxyacetone Phosphate Dilithium Salt	102783-56-2	C3H5Li2O6P	169.99803	171.0053012	N/A	N/A	192.9872432	143.3	0.069784	168.9907492	N/A	N/A			
Endogenous	668	C00111	Dihydroxyacetone Phosphate Hemimagnesium Salt Hydrate	57-04-5	C3H7O6P	179.9749	180.982177	175.46667	14.54355	202.964119	89.33333333	87.60409	178.967625	N/A	N/A			
Endogenous	2723859		Disodium Succinate	150-90-3	C4H4Na2O4	118.02661	119.0338836	N/A	N/A	141.0158256	N/A	N/A	117.0193316	N/A	N/A			
Endogenous	9886157		HATU	148893-10-1	C10H15F6N6OP	380.09491	381.1021862	N/A	N/A	403.0841282	N/A	N/A	379.0876342	N/A	N/A			
Endogenous	790	C00262	Hypoxanthine	68-94-0	C5H4N4O	136.03851	137.0457854	135.06667	0.638328	159.0277274	138.1333333	0.652884	135.0312334	125.7	0.079554			
Endogenous	3715	C01926	Indomethacin	53-86-1	C19H16ClNO4	357.07678	358.0840566	182.56667	0.478559	380.0659986	194.9333333	0.562739	356.0695046	N/A	N/A			
Endogenous	892		Inositol	643-12-9	C6H12O6	180.06272	181.0706612	N/A	N/A	203.0519392	151.1333333	0.26741	179.0547812	143.5	1.012254			
Endogenous	6557	C16521	Isoprene	78-79-5	C5H8	68.062597	69.0698728	N/A	N/A	91.0518148	73.16666667	86.60861	67.0553208	N/A	N/A			
Endogenous	18641362		Leucovorin Calcium	1492-18-8	C20H21CaN7O7	472.15806	473.1653402	197.73333	0.077252	495.1472822	N/A	N/A	471.1507882	201.267	0.617246			
Endogenous	7757		Lithium acetoacetate	105-45-3	C5H8O3	108.03987	109.047149	N/A	N/A	131.029091	N/A	N/A	107.032597	N/A	N/A			
Endogenous	4046964		Lithium potassium acetyl phosphate	94249-01-1	C2H3KLiO5P	139.98746	140.994737	N/A	N/A	162.976679	124.7666667	0.166845	138.980185	N/A	N/A			
Endogenous	75318		Monoethyl Phthalate	2306-33-4	C10H10O4	194.05791	195.065182	N/A	N/A	217.047124	154.8333333	0.162537	193.05063	147.433	0.576864			
Endogenous	65279		"N,0 Bis (Trimethylsilyl) Trifluoro-Acetamide with Trimethyl Chlorasaline"	25561-30-2	C8H18F3NOSi2	257.0879	258.0951734	N/A	N/A	280.0771154	N/A	N/A	256.0806214	N/A	N/A			
Endogenous	2724275		N-Tert-Butylimethylsilyl-N-Methyl-Trifluoroacetamide	77377-52-7	C9H18F3NOSi	241.11097	242.1182454	N/A	N/A	264.1001874	N/A	N/A	240.1036934	N/A	N/A			
Endogenous	439302	C00746	Oxytocin	50-56-6	C43H66N12O12S2	1006.4364	1007.443712	327.83333	5.85078	1029.425654	N/A	N/A	1005.42916	297.367	0.913145			
Endogenous	6328187		"SODIUM BOROHYDRIDE, [3H]"	16971-29-2	B-	16.048428	17.055704	N/A	N/A	39.037646	N/A	N/A	15.041152	N/A	N/A			
Endogenous	2723810		Sodium Formate	141-53-7	CHNaO2	46.005479	47.0127552	N/A	N/A	68.9946972	N/A	N/A	44.9982032	N/A	N/A			
Endogenous	67842		Sodium Fumarate Dibasic	17013-01-3	C12H8F2O2S	116.01096	117.0182344	N/A	N/A	139.0001764	N/A	N/A	115.0036824	N/A	N/A			
Endogenous	23720423		Sodium Glyoxylate Monohydrate	918149-31-2	C2H3NaO4	74.000394	75.0076702	N/A	N/A	96.9896122	N/A	N/A	72.9931182	179.5	5.999149			
Endogenous	516953		Sodium Hippurate Hydrate	532-94-5	C9H8NNaO3	179.05824	180.0655164	146.03333	0.337792	202.0474584	153.2333333	0.481039	178.0509644	147.433	0.282387			
Endogenous	1060	C00022	Sodium Pyruvate	127-17-3	C3H4O3	88.016043	89.0233194	N/A	N/A	111.0052614	N/A	N/A	87.0087674	N/A	N/A			
Endogenous	1060	C00022	Sodium Pyruvate-13C3	127-17-3	C3H4O3	91.016043	92.0233194	N/A	N/A	114.0052614	N/A	N/A	90.0087674	N/A	N/A			
Endogenous	107689	C00186	Sodium L-lactate	867-56-1	C3H6O3	90.031693	91.0389686	N/A	N/A	113.0209106	136	0.147059	89.0244166	N/A	N/A			
Endogenous	5327	C19530	Sulfamethazine	57-68-1	C12H14N4O2S	278.08374	279.0910184	N/A	N/A	301.0729604	175.1333333	0.485624	277.0764664	167.733	0.439454			
Endogenous	5343	D01526	Sulfisomidine	515-64-0	C12H14N4O2S	278.08374	279.0910184	55.8	173.2051	301.0729604	179.1666667	0.280924	277.0764664	169.633	0.932713			
Endogenous	1135	C00178	Thymine	65-71-4	C5H6N2O2	126.04293	127.0502016	128.26667	0.045012	149.0321436	146.2	0.361936	125.0356496	N/A	N/A			
Endogenous	1131	C01081	Thiamine Monophosphate Chloride Dihydrate	10023-48-0	C12H18N4O4PS+	346.08646	347.0937344	171.4	0.101053	369.0756764	174.7	2.706718	345.0791824	N/A	N/A			
Endogenous	5284459		Thiamine Pyrophosphate	154-87-0	C8H7NO2	426.05279	427.060067	N/A	N/A	449.042009	N/A	N/A	425.045515	N/A	N/A			
Endogenous	5280784	C05413	Trans-Phytoene	540-04-5	C40H64	544.50077	545.5080504	N/A	N/A	567.4899924	N/A	N/A	543.4934984	N/A	N/A			
Endogenous	1188	C00385	Xanthine	69-89-6	C5H4N4O2	152.03342	153.0407004	137.36667	0.328264	175.0226424	151.8333333	0.231299	151.0261484	123.7	0.213885			
Secondary Metabolites	5280896	C06082	Abscisic Acid	21293-29-8	C15H20O4	264.13615	265.143428	159.7	0.062617	287.12537	175.2333333	0.200412	263.128876	173.467	0.033283			
Secondary Metabolites	637563	C10428	Anethole	104-46-1	C10H12O	148.08881	149.0960862	N/A	N/A	171.0780282	N/A	N/A	147.0815342	N/A	N/A			
Secondary Metabolites	247	C00719	Betaine	107-43-7	C5H11NO2	117.07897	118.0862506	122.26667	0.188882	140.0681926	N/A	N/A	116.0716986	N/A	N/A			
Secondary Metabolites			Choline	62?9?	C5H14NO+	104.10753	105.1148094	118.36667	0.097553	127.0967514	N/A	N/A	103.1002574	N/A	N/A			
Secondary Metabolites	3220	C10343	Emodin	518-82-1	C15H10O5	270.05282	271.060097	160.43333	0.544581	293.042039	N/A	N/A	269.045545	156.067	0.133383			
Secondary Metabolites	785	C00530	Hydroquinone	123-31-9	C6H6O2	110.03678	111.0440536	128.1	0.078064	133.0259956	N/A	N/A	109.0295016	118.433	0.271423			
Secondary Metabolites	3806	C03840	Juglone	481-39-0	C10H6O3	174.03169	175.0389686	N/A	N/A	197.0209106	N/A	N/A	173.0244166	130.5	0.132724			
Secondary Metabolites	10250	C03212	Lumazine	487-21-8	C6H4N4O2	164.03342	165.0407004	137.43333	0.473423	187.0226424	138.9	0.562293	163.0261484	127.867	0.196815			
Secondary Metabolites	5281647	C10077	Mangiferin	4773-96-0	C19H18O11	422.08491	423.0921838	195.56667	0.078108	445.0741258	205.2	2.658962	421.0776318	194.767	0.118573			
Secondary Metabolites	7127	C10454	Methyleugenol	93-15-2	C11H14O2	178.09937	179.1066504	138.2	0.072359	201.0885924	159.5	0.062696	177.0920984	132.967	0.229761			
Secondary Metabolites	4276	C10480	Myristicin	607-91-0	C11H12O3	192.07864	193.0859162	140.93333	0.081932	215.0678582	N/A	N/A	191.0713642	143.967	0.106103			
Secondary Metabolites	77982		Ribose 5P	4300-28-1	C5H11O8P	230.01915	231.0264296	N/A	N/A	253.0083716	153.5333333	0.433673	229.0118776	N/A	N/A			
Secondary Metabolites	6758	C07593	Rotenone	83-79-4	C23H22O6	394.14163	395.1489072	198.56667	0.327669	417.1308492	212.0333333	0.232647	393.1343552	201.433	0.028662			
Secondary Metabolites	10393	C06044	Tyrosol	501-94-0	C8H10O2	138.06808	139.075352	N/A	N/A	161.057294	N/A	N/A	137.0608	137.967	0.083694			
Secondary Metabolites	1174	C00106	Uracil	66-22-8	C4H4N2O2	112.02728	113.0345524	127.8	0.547731	135.0164944	154.6	15.83229	111.0200004	157.233	4.75611			
Alkaloids	2181	C06180	Anabasine	40774-73-0	C10H14N2	162.11569	163.1229684	139.43333	0.251868	185.1049104	N/A	N/A	161.1084164	N/A	N/A			
Flavonoids	68247		Cyanidin chloride	528-58-5	C15H11ClO6	288.06339	289.0706612	171.2	1.899038	311.0526032	125.6333333	86.60826	287.0561092	N/A	N/A			
Flavonoids	128853	C05908	Delphinidin	13270-61-6	C15H11O7+	303.05048	304.0577516	170.43333	0.033875	326.0396936	N/A	N/A	302.0431996	108.667	86.60259			
Flavonoids	119258	C17449	Astilbin	29838-67-3	C21H22O11	450.11621	451.1234822	204.76667	0.317747	473.1054242	211.5	0.094563	449.1089302	197.267	0.337529			
Flavonoids	5281672	C10107	Myricetin	529-44-2	C15H10O8	318.03757	319.044842	173.46667	0.462383	341.026784	192.8666667	0.079201	317.03029	56.4333	173.2051			
Flavonoids	932		Naringenin	480-41-1	C15H12O5	272.06847	273.0757462	167.06667	0.034558	295.0576882	N/A	N/A	271.0611942	166.433	0.434659			
Flavonoids	5281600	C10018	Amentoflavone	1617-53-4	C30H18O10	538.08999	539.0972688	228.93333	0.133447	561.0792108	N/A	N/A	537.0827168	216.067	0.096344			
Flavonoids	72344	C10112	Naringin	10236-47-2	C21H22O8	580.17917	581.186448	239.33333	0.127648	603.16839	232.7666667	0.138102	579.171896	216.167	0.026709			
Flavonoids	5280805	C05625	Rutin	153-18-4	C27H30O16	610.15338	611.160654	234.93333	0.04915	633.142596	250.2666667	0.115347	609.146102	234.233	0.088871			
Flavonoids	68077	C10190	Tangeritin	481-53-8	C20H20O7	372.1209	373.128173	186.9	N/A	395.110115	207.0333333	0.111547	371.113621	N/A	N/A			
Flavonoids	5280378	C00858	Formononetin	485-72-3	C16H12O4	268.07356	269.0808312	N/A	N/A	291.0627732	175.2	0.302026	267.0662792	168.133	0.495242			
Flavonoids	440735	C05631	Eriodictyol	552-58-9	C15H12O6	288.06339	289.0706612	169.56667	0.068097	311.0526032	181.2	0.055188	287.0561092	169.7	2.504939			
Flavonoids			Malvidin	10463-84-0	C17H15O7+	331.08177	332.08905	177.6	0.097525	354.070992	N/A	N/A	330.074498	N/A	N/A			
Flavonoids	5379265	C19807	"5,7-Dihydroxy-3',4',5'-trimethoxyflavone"	18103-42-9	C18H16O7	344.0896	345.0968746	184.6	0.108342	367.0788166	208.8666667	0.120489	343.0823226	190.633	0.545987			
Flavonoids	9064	C06562	Catechin	7295-85-4	C15H14O6	290.07903	291.0863104	164.3	0.10542	313.0682524	183.4333333	0.137195	289.0717584	159.1	0.062854			
Flavonoids	5280863	C05903	Kaempferol	520-18-3	C15H10O6	286.04774	287.055012	165.1	0.060569	309.036954	186.2	0.352172	285.04046	165.033	0.403454			
Flavonoids	5281612	C10038	Hesperetin	520-33-2	C16H12O6	302.07903	303.0863104	175.6	0.248229	325.0682524	183.4666667	0.166518	301.0717584	177.533	0.065041			
Flavonoids	5281654	C10084	Isorhamnetin	480-19-3	C16H12O7	316.0583	317.0655762	172.03333	0.320146	339.0475182	194.8666667	0.18022	315.0510242	173.667	0.166224			
Glycosides	87691	C01433	Loganin	18524-94-2	C17H26O10	390.15259	391.1598656	N/A	N/A	413.1418076	194.6	0.089006	389.1453136	N/A	N/A			
Glycosides	5280442	C01470	Acacetin	480-44-4	C16H12O5	284.06847	285.0757462	166.16667	0.525791	307.0576882	187.6333333	3.567345	283.0611942	172	0.406977			
Lipids	644066	C00083	Malonyl-CoA	524-14-1	C24H38N7O19P3S	853.1156	854.1228748	N/A	N/A	876.1048168	N/A	N/A	852.1083228	251.7	0.068814			
Lipids	50987499		Humulene	6753-98-6	C15H24	204.18779	205.1950664	N/A	N/A	227.1770084	N/A	N/A	203.1805144	N/A	N/A			
Lipids	2537	C00809	Camphor	76-22-2	C10H16O	152.12011	153.1273846	142.03333	0.107547	175.1093266	N/A	N/A	151.1128326	91.6667	86.60282			
Lipids	5281515	C09629	Caryophyllene	87-44-5	C15H24	204.18779	205.1950664	N/A	N/A	227.1770084	N/A	N/A	203.1805144	N/A	N/A			
Lipids	445070	C01126	Farnesol	4602-84-0	C15H26O	222.19835	223.2056306	N/A	N/A	245.1875726	N/A	N/A	221.1910786	50.8333	173.2051			
Lipids	2758	C09844	Cineole	470-82-6	C10H18O	154.13576	155.1430338	126.53333	87.75034	177.1249758	194.4	40.89888	153.1284818	152.733	15.02278			
Phenylpropanoids and Polyketides	638278	C08650	Isoliquiritigenin	961-29-5	C15H12O4	256.07356	257.0808312	164.16667	0.186094	279.0627732	186.3666667	0.591047	255.0662792	163.367	0.429939			
Phenylpropanoids and Polyketides	637511	C00903	Cinnamaldehyde	104-55-2	C9H8O	132.05751	133.0647878	133.53333	0.043236	155.0467298	N/A	N/A	131.0502358	N/A	N/A			
Phenylpropanoids and Polyketides	5281708	C10208	Daidzein	486-66-8	C15H10O4	254.05791	255.065182	N/A	N/A	277.047124	172.4	N/A	253.05063	161.9	0.308833			
Phenylpropanoids and Polyketides	5280961	C06563	Genistein	446-72-0	C15H10O5	270.05282	271.060097	162.53333	0.035522	293.042039	176.1333333	0.312693	269.045545	109.333	86.60273			
Phenylpropanoids and Polyketides	4101463		Pinostrobin	75291-74-6	C16H14O4	270.0892	271.0964804	163.36667	0.548636	293.0784224	N/A	N/A	269.0819284	167.9	0.975027			
Phenylpropanoids and Polyketides	5281426	C09315	Umbelliferone	93-35-6	C9H6O3	162.03169	163.0389686	N/A	N/A	185.0209106	153.6333333	0.07516	161.0244166	129.867	0.117623			
Phenylpropanoids and Polyketides	5281804	C10521	Prunetin	552-59-0	C16H12O5	284.06847	285.0757462	165.36667	0.485032	307.0576882	180.4666667	0.822514	283.0611942	174.233	0.033137			
Terpenes	6616	C06076	Camphene	79-92-5	C10H16	136.12519	137.1324696	129.93333	0.5673	159.1144116	132.3	0.075586	135.1179176	N/A	N/A			
Terpenes	261491	C09906	Thujone	546-80-5	C10H16O	152.12011	153.1273846	141.06667	0.081855	175.1093266	N/A	N/A	151.1128326	N/A	N/A			
Terpenes	6549	C03985	Linalool	78-70-6	C10H18O	154.13576	155.1430338	N/A	N/A	177.1249758	139.8	0.357654	153.1284818	N/A	N/A			
Terpenes	161276	C01852	Secologanin	19351-63-4	C17H24O10	388.13694	389.1442164	N/A	N/A	411.1261584	190.9333333	0.109026	387.1296644	190.567	0.298386			
Pesticides and Herbicides	2256	C06551	Atrazine	1912-24-9	C8H14ClN5	215.0931	216.1003794	149.93333	0.038507	238.0823214	N/A	N/A	214.0858274	148.4	5.785346			
Pesticides and Herbicides	3120	C18428	Diuron	330-54-1	C9H10Cl2N2O	232.01635	233.023627	152.5	0.571659	255.005569	161.8333333	0.397267	231.009075	149.067	0.279293			
Pesticides and Herbicides			Indaziflam	950782-86-2	C16H20FN5	301.17027	302.1775412	168.36667	0.090726	324.1594832	173.6666667	0.166224	300.1629892	179.7	0.200643			
Pesticides and Herbicides	54738	C18864	Imazapyr	81334-34-1	C13H15N3O3	261.11134	262.118612	156.96667	0.424187	284.100554	175.1333333	0.263731	260.10406	164.067	0.19593			
Pesticides and Herbicides	11564649		Glufosinate-Ammonium	77182-82-2	C5H15N2O4P	181.05028	182.0575528	139.4	0.436353	204.0394948	141.9333333	0.733325	180.0430008	134.7	N/A			
Pesticides and Herbicides	3496	C01705	Glyphospate	1071-83-6	C3H8NO5P	169.01401	170.0212848	N/A	N/A	192.0032268	141.3	1.618485	168.0067328	N/A	N/A			
Pesticides and Herbicides	1988	C10925	Acetochlor	34256-82-1	C14H20ClNO2	269.11825	270.125525	159.23333	0.322269	292.107467	173.6666667	0.119866	268.110973	N/A	N/A			
Pesticides and Herbicides	15965	C14310	Picloram	6607	C6H3Cl3N2O2	239.92601	240.9332868	142.06667	0.26649	262.9152288	155.5333333	0.225796	238.9187348	136.133	0.296875			
Pesticides and Herbicides	91763	C18442	Halosulfuron-methyl	100784-20-1	C13H15ClN6O7S	434.04114	435.048419	195.43333	0.295421	457.030361	200.3333333	0.484819	433.033867	194.3	0.185566			
Pesticides and Herbicides	13450	C18811	Terbutryn	886-50-0	C10H19N5S	241.13611	242.1433854	160.36667	0.360019	264.1253274	N/A	N/A	240.1288334	N/A	N/A			
Pesticides and Herbicides	3030	C18597	Dicamba	1918-00-9	C8H6Cl2O3	219.9694	220.9766746	N/A	N/A	242.9586166	156.3666667	0.036923	218.9621226	N/A	N/A			
Pesticides and Herbicides	4169	C10953	Metolachlor	51218-45-2	C15H22ClNO2	283.1339	284.1411742	160.6	0.1868	306.1231162	174.9	0.580268	282.1266222	N/A	N/A			
Pesticides and Herbicides	39965	C10926	Hexazinone	51235-04-2	C12H20N4O2	252.15862	253.165894	162.3	0.163016	275.147836	178.5333333	0.116598	251.151342	N/A	N/A			
Pesticides and Herbicides	38479	C11019	Pendimethalin	40487-42-1	C13H19N3O4	281.13755	282.1448254	161.73333	0.071395	304.1267674	186.7666667	0.32274	280.1302734	166.567	0.592301			
Myoglobin			K	100684-32-0	N/A	146.10486	147.1128	180.1	0.337744	277.2138	171.7	0.06	253.2173	166.97	0.07			
Myoglobin			ELGFQG	100684-32-0	N/A	649.30646	650.3144	240.53333	0.024003	331.2608	183.0666667	0.03	307.2643	181.4	0.1			
Myoglobin			LFTGHPETLEK	100684-32-0	N/A	1270.6551	1271.663	227.86667	0.091355	305.2451	180.4	0.1	281.2486	175.13	0.03			
Myoglobin			HGTVVLTALGGILK	100684-32-0	N/A	1377.8337	1378.8416	240.43333	1.312827	327.2295	180	0.111111	303.233	181.23	0.03			
Myoglobin			VEADIAGHGQEVLIR	100684-32-0	N/A	1605.8468	1606.8547	231.73333	1.475641	223.1669	N/A	N/A	199.1704	154.13	0.1			
Peptides	36511		Substance P	33507-63-0	C63H98N18O13S	1346.7281	1347.7359	357.7	0.06	293.2451	180.8333333	1.78	269.2486	172.57	0.07			
Peptides	439201	C00306	Bradykinin	58-82-2	C50H73N15O11	1059.5614	1060.5701	312.97	0.24	303.2295	175.4333333	0.13164	279.233	174.43	0.09			
Peptides	3081372	C00873	Angio I	484-42-4	C62H89N17O14	1295.6775	1296.6853	363.9	1.9	333.2764	187.5666667	0.061562	309.2799	182.97	0.11			
Peptides			Angio II		N/A		1046.5423	314.2	0.15	279.2295	184.2333	0.13	255.233	168.27	0.03			
Peptides	115947		Kemptide	65189-71-1	C20H26N2O3	771.4715	772.4793	274.8	0.1	307.2608	190.8	0.08	283.2643	177	0.15			
Metabolites	445638	C08362	C16:1	373-49-9	C16H30O2	254.22396	255.2319	N/A	N/A	335.2921	198.9	N/A	311.2956	185.37	0.12			
Metabolites	5282805		C20:2	2091-39-6	C20H36O2	308.27086	309.2788	N/A	N/A	329.2451	182.4	0.2	305.2486	181.67	0.11			
Metabolites	445639	C00712	C18:1	112-80-1	C18H34O2	282.25526	283.2632	N/A	N/A	391.3547	215.7	N/A	367.3582	199.5	0.05			
Metabolites	444899	C00219	C20:4	506-32-1	C20H32O2	304.23956	305.2475	N/A	N/A	355.2606	191.8	0.6	331.2629	189.9	0.8796			
Metabolites	3893	C02679	C12:0	143-07-7	C12H24O2	200.17706	201.185	N/A	N/A	351.2293	184.0667	0.22	327.2316	190.1	0.32			
Metabolites	13849	C16537	C15:0	1002-84-2	C15H30O2	242.22396	243.2319	N/A	N/A	309.2189	N/A	N/A	285.2224	N/A	N/A			
Metabolites	10465		C17:0	506-12-7	C17H34O2	270.25526	271.2632	N/A	N/A	453.3703	N/A	N/A	429.3738	209.6	0.13			
Metabolites	5280450	C01595	C18:2	60-33-3	C18H32O2	280.23966	281.2476	N/A	N/A	439.3547	N/A	N/A	415.3582	208.63	0.1			
Metabolites	5282768	C16526	C20:1	5561-99-9	C20H38O2	310.28656	311.2945	N/A	N/A	385.1985	212.77	0.07	361.202	262.73	0.15			
Metabolites	985	C00249	C16:0	57-10-3	C16H32O2	256.23966	257.2476	N/A	N/A	158.0246	N/A	N/A	134.0281	158.77	0.18			
Metabolites	5281	C01530	C18:0	57-11-4	C18H36O2	284.27096	285.2789	N/A	N/A	482.1714	198.97	0.13	458.1749	198.5	N/A			
Metabolites	5280934	C06427	C18:3	463-40-1	C18H30O2	278.22396	279.2319	N/A	N/A	482.1714	205.3666667	0.122542	246.0173	149.73	0.1			
Metabolites	10467	C06425	C20:0	506-30-9	C20H40O2	312.30226	313.3102	N/A	N/A	270.0138	161.17	0.13	112.0516	120	0.17			
Metabolites	5280581	C03242	C20:3	1783-84-2	C20H34O2	306.25526	307.2632	N/A	N/A	136.0481	132.7	0.13	179.0561	N/A	N/A			
Metabolites	11197	C08320	C24:0	557-59-5	C24H48O2	368.36486	369.3728	N/A	N/A	203.0526	146.93	0.1	59.0251	N/A	N/A			
Metabolites	5497181	C16527	Adrenic acid	28874-58-0	C22H36O2	332.2709	334.2696	188.4	0.11	83.0216	N/A	N/A	167.0211	126.4	N/A			
Metabolites	13034934		Docosahexaenoic acid	6217-54-5	C22H32O2	328.2396	329.2448	183.6333	0.17	191.0176	142.73	0.68						
Metabolites	445354	C00473	Retinol	68-26-8	C20H30O	286.22896	287.2369	N/A	N/A				159.0446	133.6	0.35			
Metabolites	14985	C02477	?-Toc	59-02-9	C29H50O2	430.38046	431.3884	214.4	0.161572				159.0446	131.7	0.16			
Metabolites	14986		?- + ?-Tocopherol	54-28-4	C28H48O2	416.36476	417.3727	211.1	N/A				159.0446					
Metabolites	5754	C00735	Cortisol	50-23-7	C21H30O5	362.20866	363.2166	187.86667	0.081309				267.081	163.1	0.06			
Metabolites	49791978	C05330	Homocysteine	454-29-5	C4H9NO2S	135.03476	136.0427	129.83333	0.193834				267.081	163.2	N/A			
Metabolites	40114		5-Methyltetrahydrofolate	68792-52-9	C20H23N7Na2O6	459.18596	460.1939	195.93333	0.077961				243.081	157.8	0.07			
Metabolites	1051	C00018	Pyridoxal 5'-phosphate	853645-22-4	C8H10NO6P	247.02396	248.0319	150.56667	0.167143				217.0653	148.5	0.08			
Metabolites	588	C00791	Creatinine	60-27-5	C4H7N3O	113.05826	114.0662	123.26667	0.168875									
Metabolites	107526		Glucose	50-99-7	C6H12O6	180.06276	181.0707	134.53333	0.042915				407.2797344	204	0.31			
Metabolites	1176	C00086	Urea	57-13-6	CH4N2O	60.03166	61.0396	N/A	N/A				407.2797344	203.97	0.1			
Metabolites	1175	C00366	Uric Acid	69-93-2	C5H4N4O3	168.02834	169.036	130.3	0.13				407.2797344	206.33	0.12			
Cytochrome C Digest			NK		C7H6O2	260.14842	261.1557	148.67	0.25				407.2797344	203.53	0.17			
Cytochrome C Digest			ATNE		C21H19NO4	433.18082	434.1881	200.27	0.06				407.2797344	204.9	0.13			
Cytochrome C Digest			GITWK		N/A	603.33802	604.3453	237.03	0.06									
Cytochrome C Digest			IFVQK		N/A	633.38492	634.3922	249.37	0.09									
Cytochrome C Digest			YIPGTK		N/A	677.37482	678.3821	254.93	0.06									
Cytochrome C Digest			MIFAGIK		N/A	778.44112	779.4484	275.53	0.08									
Cytochrome C Digest			EDLIAYLK		N/A	963.52762	964.5349	307.03	0.02									
Cytochrome C Digest			TGPNLHGLFGR		N/A	1167.6148	1168.6221	329.6	0.18									
Cytochrome C Digest			TGQAPGFTYTDANK		N/A	1469.6786	1470.6859	365	0.13									
Cytochrome C Digest			EETLMEYLENPK		N/A	1494.6912	1495.6985	385.37	0.12									
PAHs	931	C00829	Naphthalene	91-20-3	C10H8	128.0626	129.0704	119.63	0.32							128.06	118.2	0.18
PAHs	7002	C14082	1-methylnaphthalene	90-12-0	C11H10	142.07825	143.0861	124.53	0.14							142.08	122.8	0.14
PAHs	7055	C14098	2-methylnaphthalene	91-57-6	C11H10	142.07825	143.0861	123.9	0.11							142.08	122.5	0.04
PAHs	9161		Acenaphthylene	208-96-8	C12H8	152.0626	153.0704	125.03	0.1							152.06	124.1	0.04
PAHs			"1, 2-Dimethylnaphthalene"	1DL	N/A	156.0939	157.1017	130.23	0.35							156.09	127.7	0.15
PAHs			"1,6-Dimethylnaphthalene"	16D	C12H12	156.0939	157.1017	129.43	0.19							156.09	127.1	0.1
PAHs			"2, 7-Dimethylnaphthalene"	27D	N/A	156.0939	157.1017	130.3	0.11							156.09		N/A
PAHs	6853	C07715	Fluorene	86-73-7	C13H10	166.07825	167.0861		N/A							166.08		N/A
PAHs	8418	C14315	Anthracene	120-12-7	C14H10	178.07825	179.0861		N/A							178.08		N/A
PAHs	995	C11422	Phenanthrene	50-32-8	C14H10	178.07825	179.0861		N/A							178.08		N/A
PAHs	11050		Perinaphthenon	548-39-0	C13H8O	180.05751	181.0653	133.87	0.55							180.06		N/A
PAHs	6724	C02807	Acenaphthenequinone	82-86-0	C12H6O2	182.03678	183.0446	144.73	1.5							182.04		N/A
PAHs	11936		2-Methylanthracene	613-12-7	C15H12	192.0939	193.1017	137.87	0.3							192.09	136.5	0.28
PAHs	13068		9-Methylanthracene	779-02-2	C15H12	192.0939	193.1017		N/A							192.09	135.7	0.06
PAHs	31423	C14335	Pyrene	129-00-0	C16H10	202.07825	203.0861	137.23	0.09							202.08	136.8	0.19
PAHs	9154	C19425	Fluoranthene	206-44-0	C16H10	202.07825	203.0861	138.1	N/A							202.08	137.6	0.06
PAHs			"2, 3-Dimethylanthracene"	23D	N/A	206.10954	207.1174	145.37	0.09							206.11		N/A
PAHs			3.6-Dimethylphenanthrene	36T	N/A	206.10954	207.1174	144.8	0.06							206.11	143.7	0.09
PAHs	6780	C16207	Anthraquinone	84-65-1	C14H8O2	208.05243	209.0603	141.13	0.13							208.05		N/A
PAHs	9170	C19541	Triphenylene	217-59-4	C18H12	228.0939	229.1017		N/A							228.09	144	0.03
PAHs	6697		Benzanthrone	82-05-3	C17H10O	230.07316	231.081	144.93	0.07							230.07	143.8	0.03
PAHs	316765		Aceanthrenequinone	AQE	C16H8O2	232.05243	233.0603		N/A							232.05		N/A
PAHs			"Pyrene-4,5 dione"	PY4	N/A	232.05243	233.0603	143.53	0.03							232.05		N/A
PAHs	104987		Benz(j)aceanthrylene	202-33-5	C20H12	252.0939	253.1017	154.25	0.03							252.09	151.9	0.08
PAHs	9153	C14320	Benzo(b)fluoranthene	205-99-2	C20H12	252.0939	253.1017		N/A							252.09	151.1	0.08
PAHs	9158	C14321	Benzo(k)fluoranthene	207-08-9	C20H12	252.0939	253.1017	153.53	0.53							252.09	152.2	0.17
PAHs	2336	C07535	Benzo(a)Pyrene	50-32-8	C20H12	252.0939	253.1017	151.23	0.08							252.09	150.4	0.11
PAHs			"5, 12-naphthacene quinone"	5NA	N/A	258.06808	259.0759	156.7	0.88							258.07		N/A
PAHs	9118	C19327	Anthanthrene	191-26-4	C22H12	276.0939	277.1017		N/A							276.09		N/A
PAHs	9117	C14318	"Benzo(g,h,i)perylene"	191-24-2	C22H12	276.0939	277.1017	156.47	0.12							276.09	155	0.11
PAHs			"Indeno(1,2,3-cd)pyrene"	I12	C22H12	276.0939	277.1017	158.8	0.56							276.09	157.3	0.19
PAHs	9115	C19375	Coronene	191-07-1	C24H12	300.0939	301.1017		N/A							300.09	161	0.12
