main_class	subclass	Catalog	Company	KEGG	PubChem CID	InChi	Neutral Name	cas	formula	mass	mPlusH	mPlusHCCS	mPlusHRsd	mPlusNa	mPlusNaCCS	mPlusNaRsd	mMinusH	mMinusHCCS	mMinusHRsd	mPlusDot	mPlusDotCCS	mPlusDotRsd	mPlusTwoH	mPlusTwoHCCS	mPlusTwoHRsd
Primary Metabolites		A3412	Sigma-Aldrich	C00417	643757	GTZCVFVGUGFEME-IWQZZHSRSA-N	Cis-Aconitic Acid	4271-99-2	C6H6O6	174.0164376	175.0237136	152.2138208	0.630078733	197.0062076	146.7847941	0.474534468	173.008613	132.3777661	0.42	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		122750	Sigma-Aldrich	C02341	444212	GTZCVFVGUGFEME-HNQUOIGGSA-N	Trans-Aconitic Acid	4023-65-8	C6H6O6	174.0164376	175.0237136	153.018121	0.54	197.0062076	149.1306363	0.41	173.008613	131.8750784	0.16	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		I2886	Sigma-Aldrich	C00954	802	SEOVTRFCIGRIMH-UHFFFAOYSA-N	Indoleacetic Acid	87-51-4	C10H9NO2	175.0633254	176.0706014	138.105054	0.042029867	198.0525434	N/A	N/A	174.0560494	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		8.41864	Sigma-Aldrich	C02670	92283	UYUXSRADSPPKRZ-SKNVOMKLSA-N	D-Glucuronolactone	32449-92-6	C6H8O6	176.03143	177.03937	N/A	N/A	199.0212	147.9242195	0.616704014	175.02349	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		A5960	Sigma-Aldrich	C00072	54670067	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	L-Ascorbic Acid	50-81-7	C6H8O6	176.0320868	177.0393628	N/A	N/A	199.0213048	146.1145439	0.653971442	175.0248108	130.6652768	0.088845899	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		433314	Sigma-Aldrich	C00013	1023	XPPKVPWEQAFLFU-UHFFFAOYSA-N	Pyrophosphoric Acid	2466-09-3	H4P2O7	177.9432294	178.9505054	N/A	N/A	200.9324474	145.5783438	0.483425414	176.9359534	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		H9380	Sigma-Aldrich	C01586	464	QIAFMBKCNZACKA-UHFFFAOYSA-N	Hippuric Acid	495-69-2	C9H9NO3	179.0582404	180.0655164	146.8183066	0.337791568	202.0474584	154.0570088	0.481038599	178.0509644	148.2258321	0.282387429	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		114286	Sigma-Aldrich	C01179	979	KKADPXVIOXHVKN-UHFFFAOYSA-N	4-Hydroxyphenylpyruvic Acid	156-39-8	C9H8O4	180.0422568	181.0495328	N/A	N/A	203.0314748	N/A	N/A	179.0349808	145.7459063	0.039826415	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		PHR1351	Sigma-Aldrich	C00137	892	CDAISMWEOUEBRE-UHFFFAOYSA-N	Inositol	643-12-9	C6H12O6	180.0627212	181.0706612	N/A	N/A	203.0519392	151.9457207	0.267409697	179.0547812	144.2713559	1.012253592	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		197971	Sigma-Aldrich	C05582	1738	QRMZSPFSDQBLIX-UHFFFAOYSA-N	Homovanillic Acid	60563-13-5	C9H10O4	182.057906	183.065182	N/A	N/A	205.047124	149.5663325	0.310472921	181.05063	140.7525423	0	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		P0378	Sigma-Aldrich	C00588	1014	YHHSONZFOIEMCP-UHFFFAOYSA-O	Phosphocholine	107-73-3	C5H15NO4P	183.065376	184.073316	138.5407167	0.362844702	206.055146	N/A	N/A	182.057436	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		E4250	Sigma-Aldrich	C00788	5816	UCTWMZQNUQWSLP-VIFPVBQESA-N	Epinephrine	51-43-4	C9H13NO3	183.0895388	184.0968154	N/A	N/A	206.0793088	N/A	N/A	182.0831	144.8333333	0.105467795	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		H946340	Toronto Research Chemicals	C05594	10805	FBWPWWWZWKPJFL-UHFFFAOYSA-N	rac 4-hydroxy 3-methoxyphenylethylene glycol	534-82-7	C9H12O4	184.073552	185.080828	N/A	N/A	207.06277	159.0503728	0.063211125	183.066276	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		79470	Sigma-Aldrich	C00631	439278	GXIURPTVHJPJLF-UHFFFAOYSA-N	2-Phosphoglyceric Acid	2553-59-5	C3H7O7P	185.9922762	187.0002162	N/A	N/A	208.9814942	N/A	N/A	184.9843362	127.6491509	0.120309155	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		P8877	Sigma-Aldrich	C00197	724	OSJPPGNTCRNQQC-UHFFFAOYSA-N	3-Phosphoglyceric Acid	3443-58-1	C3H7O7P	185.9922762	187.0002162	N/A	N/A	208.9814942	N/A	N/A	184.9843362	125.6048878	0.122267228	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		K3375	Sigma-Aldrich	C01717	3845	HCZHHEIFKROPDY-UHFFFAOYSA-N	Kynurenic Acid	492-27-3	C10H7NO3	189.0425912	190.0498672	140.9871299	0.108927399	212.0318092	154.1240338	0.17	188.0353152	137.3007538	0.498427578	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		I1252	Sigma-Aldrich	C00311	1198	ODBLHEXUDAPZAU-UHFFFAOYSA-N	Isocitric Acid	320-77-4	C6H8O7	192.0263378	193.0342778	N/A	N/A	215.0155558	146.7847941	0.118633617	191.0183978	130.0285391	0.590538105	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		251275	Sigma-Aldrich	C00158	311	KRKNYBCHXYNGOX-UHFFFAOYSA-K	Citric Acid	77-92-9	C6H8O7	192.0263378	193.0342778	148.8960823	0.375946277	215.0155558	146.1145439	0.754792783	191.0183978	129.4923389	0.205415474	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		46944-U	Sigma-Aldrich	C00296	6508	AAWZDTNXLSGCEK-RKGSPJAZSA-N	Quinic Acid	77-95-2	C7H12O6	192.0633852	193.0706612	146.3491315	0.28600861	215.0526032	153.7218837	0.196206671	191.0561092	138.4736916	0.041917977	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		328006	Sigma-Aldrich		91637	YOEBAVRJHRCKRE-UHFFFAOYSA-N	2-Methylhippuric Acid	42013-20-7	C10H11NO3	193.0738896	194.0811656	N/A	N/A	216.0631076	156.6039596	0.148260287	192.0666136	153.6515074	0.26	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		K6250	Sigma-Aldrich	C06473	3035456	VBUYCZFBVCCYFD-JJYYJPOSSA-N	2-Keto-D-gluconic Acid	669-90-9	C6H10O7	194.042651	195.0499276	N/A	N/A	217.032421	N/A	N/A	193.0349	133.4333333	0.228957067	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		sc-209185	Santa Cruz Biotechnology	C07588	10253	ONJSZLXSECQROL-UHFFFAOYSA-N	2-Hydroxy Hippuric Acid	487-54-7	C9H9NO4	195.0531554	196.060432	N/A	N/A	218.0435	154.8666667	0.066689339	194.0451	138.0166667	0.106650898	N/A	N/A	N/A	N/A	N/A	N/A
Microbial		G4500	Sigma-Aldrich	C00257	10690	RGHNJXZEOKUKBD-SQOUGZDYSA-N	Gluconic Acid	526-95-4	C6H12O7	196.057636	197.065576	141.8919677	0.178314465	219.047406	149.7674075	0.310056085	195.049696	135.1559531	0.154847458	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		C9294	Sigma-Aldrich		2761491	CVZZNRXMDCOHBG-QMMMGPOBSA-N	2-Chloro-L-Phenylalanine	103616-89-3	C9H10ClNO2	199.040003	200.047279	148.8625698	0.23718266	222.029221	N/A	N/A	198.032727	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		P7127	Sigma-Aldrich	C00074	1005	DTBNBXWJWCWCIK-UHFFFAOYSA-N	Phosphoenol Pyruvic Acid	138-08-9	C3H5O6P	205.9382594	206.9455354	N/A	N/A	228.9274774	N/A	N/A	166.9745514	164.2783244	0.841354167	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		K8625	Sigma-Aldrich	C01718	846	YGPSJZOEDVAXAB-UHFFFAOYSA-N	Kynurenine	343-65-7	C10H12N2O3	208.084126	209.092066	151.0743954	0.101654297	231.073896	N/A	N/A	207.076186	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		S4140	Sigma-Aldrich	C00818	33037	DSLZVSRJTYRBFB-LLEIAEIESA-N	D-Saccharic Acid	87-73-0	C6H10O8	210.037566	211.0448426	N/A	N/A	233.027336	N/A	N/A	209.0303	135.7	0.255276464	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		A8625	Sigma-Aldrich	C00140	439174	OVRNDRQMDRJTHS-RTRLPJTCSA-N	N-Acetyl-D-glucosamine	7512-17-6	C8H15NO6	221.089276	222.097216	N/A	N/A	244.079046	160.3573607	0.062695925	220.081336	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		H1771	Sigma-Aldrich	C02794	89	VCKPUUFAIGNJHC-UHFFFAOYSA-N	3-Hydroxy-DL-kynurenine	2147-61-7	C10H12N2O4	224.0797032	225.0845	157.6666667	0.096883207	247.0677	160.8333333	0.374780131	223.0718786	151.3666667	0.561874073	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		79849	Sigma-Aldrich	C01107	476	OKZYCXHTTZZYSK-ZCFIWIBFSA-N	Mevalonic Acid 5-Phosphate	1189-94-2	C6H13O7P	228.0398878	229.0471638	N/A	N/A	251.0291058	152.2808458	0.64799436	227.0326118	140.0152671	0.271848174	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotic		C4706	Sigma-Aldrich		119411	PZBFGYYEXUXCOF-UHFFFAOYSA-N	Tris (2-carboxyethyl) Phosphine	5961-85-3	C9H15O6P	251.0684466	252.0757226	N/A	N/A	274.0576646	N/A	N/A	249.0527974	149.6333575	0.21598322	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		79156	Sigma-Aldrich	C04442	3080745	OVPRPPOVAXRCED-WVZVXSGGSA-N	3-Deoxy-2-Keto-6 Phosphogluconic Acid	27244-54-8	C6H10O9P	258.0139532	259.0218932	N/A	N/A	281.0037232	N/A	N/A	257.0060132	144.1333333	0.223026151	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		91351	Sigma-Aldrich	C21016	7018721	JCMUOFQHZLPHQP-BQBZGAKWSA-N	Ophthalmic Acid	495-27-2	C11H19N3O6	289.1273794	290.1329	167.2333333	0.580777448	312.1147	165.7	0.418117274	288.1207	163.7	0.12217471	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		A5707	Sigma-Aldrich	C03406	16950	KDZOASGQNOPSCU-WDSKDSINSA-N	Argininosuccinic Acid	‎2387-71-5	C10H18N4O6	290.12196	291.1299	167.3949878	0.06006006	313.111178	172.2207893	0.404448525	289.11402	169.0706133	0.293332975	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		sc-207960	Santa Cruz Biotechnology	C13061	65280	GXPIUNZCALHVBA-UHFFFAOYSA-N	N-Acetyl Sulfamethoxazole	21312-10-7	C12H13N3O4S	295.0626738	296.0699498	171.4500015	0.033855567	318.0518918	178.5211412	0.657566356	294.0553978	172.0532267	0.033736868	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		G4251	Sigma-Aldrich	C00051	124886	RWSXRVCMGQZWBV-WDSKDSINSA-N	Glutathione	70-18-8	C10H17N3O6S	307.0838022	308.0910782	N/A	N/A	330.0730202	168.2328006	0.091286368	306.0765262	164.2448119	0.127422934	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		94259	Sigma-Aldrich		516	SIGQQUBJQXSAMW-LURJTMIESA-N	Mevalonic Acid 5-Pyrophosphate	1492-08-6	C6H14O10P2	308.0062	309.014045	N/A	N/A	330.9959904	N/A	N/A	306.9983958	153.2191961	0.11	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites		D5632	Sigma-Aldrich		67532	COESHZUDRKCEPA-ZETCQYMHSA-N	3,5-Dibromo-1-tyrosine	300-38-9	C9H9Br2NO3	336.8949124	337.9021884	168.8667	0.22	359.8841304	162.7333	0.18	335.8876364	155.6	0.06	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		P1319	Sigma-Aldrich		638678	XNSAINXGIQZQOO-SRVKXCTJSA-N	Thyrotropin-releasing hormone	24305-27-9	C16H22N6O4	362.169586	363.177526	181.0010669	0.064138152	385.159356	184.1177304	0.031526225	361.161646	187.0668312	0.135253215	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		C0256	Sigma-Aldrich	C00307	13804	RZZPDXZPRHQOCG-OJAKKHQRSA-N	Cytidine 5'-diphosphocholine	987-78-0	C14H26N4O11P2	488.1072112	489.1151512	198.8632348	0.133758914	511.0969812	208.9840128	0.22734841	487.0992712	208.4143002	0.221060091	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		30891	Sigma-Aldrich	C00500	5280353	RCNSAJSGRJSBKK-NSQVQWHSSA-N	Biliverdin	114-25-0	C33H34N4O6	582.2478224	583.2532	246.5	0.140531506	605.2356	248.8333333	0.373405489	581.2389	249.7	0.174565436	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		M3013	Sigma-Aldrich	C03069	9549326	BXIPALATIYNHJN-ZMHDXICWSA-N	3-Methylcrotonyl-CoA	793193-48-3	C26H42N7O17P3S	849.156416	850.1648918	180.0333333	0.0848468	872.1468372	N/A	N/A	848.1492426	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		M4263	Sigma-Aldrich	C00083	644066	LTYOQGRJFJAKNA-DVVLENMVSA-N	Malonyl-CoA	524-14-1	C24H38N7O19P3S	853.1155988	854.1228748	N/A	N/A	876.1048168	N/A	N/A	852.1083228	253.0529636	0.068814096	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		O3251	Sigma-Aldrich	C00746	439302	XNOPRXBHLZRZKH-DSZYJQQASA-N	Oxytocin	50-56-6	C43H66N12O12S2	1006.436436	1007.443712	N/A	N/A	1029.425654	N/A	N/A	1005.42916	298.9651024	0.913144798	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		M9005	Sigma-Aldrich	C01152	64969	JDHILDINMRGULE-LURJTMIESA-N	3-Methyl-L-histidine	368-16-1	C7H11N3O2	169.0851	170.0932	136.57	0.24	192.0749	N/A	N/A	168.0765	141.53	0.20						
Primary Metabolites		14927	Sigma-Aldrich	C00780	5202	QZAYGJVTTNCVMB-UHFFFAOYSA-N	Serotonin	50-67-9	C10H12N2O	176.0949582	177.1027828	188.17	0.11	199.0847282	186.7	0	175.0871336	147.57	0.1	N/A	N/A	N/A	N/A	N/A	N/A
Xenobiotic	Drug	R3501	Sigma-Aldrich	D00211	5381226	FZYOVNIOYYPUPY-ZTWDQPHTSA-N	Rifampicin	13292-46-1	C43H58N4O12	822.4051	823.4129246	287.13	0.13	845.39487	285.07	0.238781313	821.3972754	288.84	0.19	N/A	N/A	N/A	N/A	N/A	N/A
Primary Metabolites		850993	Sigma-Aldrich	C03665	6119	FUOOLUPWFVMBKG-UHFFFAOYSA-N	2-Amino-2-Methylpropanoate	62-57-7	C4H9NO2	103.06333	104.0711546	N/A	N/A	126.0531	N/A	N/A	102.0555054	129.44	0.25	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	C7017	Sigma-Aldrich	C00114	305	OEYIOHPDSNJKLS-UHFFFAOYSA-N	Choline*	62–49–7	C5H14NO+	104.1075334	105.115358	N/A	N/A	127.0967514	N/A	N/A	103.1002574	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	H9003	Sigma-Aldrich	C00530	785	QIGBRXMKCJKVMJ-UHFFFAOYSA-N	Hydroquinone	123-31-9	C6H6O2	110.0367776	111.0440536	128.7885762	0.078064012	133.0259956	N/A	N/A	109.0295016	119.0699483	0.271422763	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	268674	Sigma-Aldrich	C03557	339	QQVDJLLNRSOCEL-UHFFFAOYSA-N	2-Aminoethylphosphonate	2041-14-7	C2H8NO3P	125.023516	126.031456	132.2068522	0.152091255	148.013286	N/A	N/A	124.015576	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	I1006	Sigma-Aldrich	C03375	5942	OTBHHUPVCYLGQO-UHFFFAOYSA-N	Bis(3-aminopropyl)amine	56-18-8	C6H17N3	131.14159	132.14953	128.5204761	0.251464166	154.13136	N/A	N/A	130.13365	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	T5509	Sigma-Aldrich	C01004	5570	WWNNZCOKKKDOPX-UHFFFAOYSA-N	Trigonelline	535-83-1	C7H7NO2	137.0476762	138.0537	126.3666667	0.199151528	160.0353	139.8666667	0.270681999	136.0403996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	284599	Sigma-Aldrich	C06180	2181	MTXSIJUGVMTTMU-UHFFFAOYSA-N	Anabasine	40774-73-0	C10H14N2	162.1156924	163.1229684	140.1828296	0.251868366	185.1049104	N/A	N/A	161.1084164	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	L3307	Sigma-Aldrich	C03212	10250	UYEUUXMDVNYCAM-UHFFFAOYSA-N	2,4-Dihydroxypteridine (Lumazine)	487-21-8	C6H4N4O2	164.0334244	165.0401	138.9	0.143988481	187.0224	147.2666667	0.207450235	163.0269	128.5539887	0.196815288	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	T4500	Sigma-Aldrich	C07480	5429	YAPQBXQYLJRXSA-UHFFFAOYSA-N	Theobromine	83-67-0	C7H8N4O2	180.0647228	181.0704	134.3666667	0.113683346	203.0544928	N/A	N/A	179.0576	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	P9630	Sigma-Aldrich	C00847	6723	HXACOUQIXZGNBF-UHFFFAOYSA-N	4-Pyridoxate	82-82-6	C8H9NO4	183.0525	184.06044	137.2672413	0.235440692	206.04227	151.7781581	0.166699811	182.04456	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Alkaloids	P56607	Sigma-Aldrich	C00481	1048	WTKZEGDFNFYCGP-UHFFFAOYSA-N	Pyrazole	288-13-1	C3H4N2	67.0290	68.0362	125.47	0.33	90.0187	N/A	N/A	66.0217	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	79058	Sigma-Aldrich	C06044	10393	YCCILVSKPBXVIP-UHFFFAOYSA-N	Tyrosol	501-94-0	C8H10O2	138.068076	139.075352	N/A	N/A	161.057294	N/A	N/A	137.0608	138.7082792	0.083694168	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	X3375	Sigma-Aldrich	C00379	6912	HEBKCHPVOIAQTA-NGQZWQHPSA-N	Xylitol	87-99-0	C5H12O5	152.0684702	153.0757462	N/A	N/A	175.0576882	140.7860548	0.337477907	151.0611942	127.917251	0.446914386	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	H47003	Sigma-Aldrich	C03840	3806	KQPYUDDGWXQXHS-UHFFFAOYSA-N	Juglone	481-39-0	C10H6O3	174.0316926	175.0389686	N/A	N/A	197.0209106	N/A	N/A	173.0244166	131.2014769	0.1327242	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	9237	Sigma-Aldrich	C10480	4276	BNWJOHGLIBDBOB-UHFFFAOYSA-N	Myristicin	607-91-0	C11H12O3	192.0786402	193.0859162	141.6908926	0.081932394	215.0678582	N/A	N/A	191.0713642	144.740531	0.106102702	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	M0285	Sigma-Aldrich	C03619	94214	HOVAGTYPODGVJG-VOQCIKJUSA-N	Methyl beta-D-galactoside	1824-94-8	C7H14O6	194.0790344	195.086311	N/A	N/A	217.0671	149.9666667	0.203715301	193.0717578	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	47752	Sigma-Aldrich	C00858	5280378	HKQYGTCOTHHOMP-UHFFFAOYSA-N	Formononetin	485-72-3	C16H12O4	268.0735552	269.0808312	N/A	N/A	291.0627732	176.141753	0.302026405	267.0662792	169.0371008	0.495241713	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	E7881	Sigma-Aldrich	C10343	3220	RHMXXJGYXNZAPX-UHFFFAOYSA-N	Emodin	518-82-1	C15H10O5	270.052821	271.060097	161.295711	0.544581027	293.042039	N/A	N/A	269.045545	156.9055722	0.133383127	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	W530098	Sigma-Aldrich	C00509	932	FTVWIRXFELQLPI-UHFFFAOYSA-N	Naringenin	480-41-1	C15H12O5	272.0684702	273.0757462	167.9647005	0.034558077	295.0576882	N/A	N/A	271.0611942	167.3279628	0.434659211	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	17	Sigma-Aldrich	C01470	5280442	DANYIYRPLHHOCZ-UHFFFAOYSA-N	Acacetin	480-44-4	C16H12O5	284.0684702	285.0757462	167.0598627	0.52579107	307.0576882	N/A	N/A	283.0611942	172.924552	0.406976744	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	D2016	Sigma-Aldrich	C00814	5280373	WUADCCWRTIWANL-UHFFFAOYSA-N	Biochanin A	491-80-5	C16H12O5	284.0684702	285.0757462	N/A	N/A	307.0576882	N/A	N/A	283.0611942	170.4111137	0.1179941	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	K0133	Sigma-Aldrich	C05903	5280863	IYRMWMYZSQPJKC-UHFFFAOYSA-N	Kaempferol	520-18-3	C15H10O6	286.047736	287.055012	165.9874624	0.060569352	309.036954	187.2008813	0.352171779	285.04046	165.9204374	0.403453532	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	79457	Sigma-Aldrich	C05905	128861	COAWNPJQKJEHPG-UHFFFAOYSA-N	Cyanidin*	528-58-5	C15H11O6+	287.0555606	288.0633852	N/A	N/A	311.0526032	N/A	N/A	287.0561092	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	89061	Sigma-Aldrich	C05631	440735	SBHXYTNGIZCORC-ZDUSSCGKSA-N	Eriodictyol	552-58-9	C15H12O6	288.0633852	289.0706612	170.4781388	0.068097142	311.0526032	182.1740048	0.055187638	287.0561092	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	43412	Sigma-Aldrich	C06562	9064	PFTAWBLQPZVEMU-DZGCQCFKSA-N	Catechin	7295-85-4	C15H14O6	290.0790344	291.0863104	165.1831622	0.105420013	313.0682524	184.4193429	0.137194883	289.0717584	159.9552106	0.062853551	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	H4125	Sigma-Aldrich	C01709	72281	AIONOLUJZLIMTK-AWEZNQCLSA-N	Hesperetin	520-33-2	C16H14O6	302.0790344	303.0863104	176.5439031	0.248228869	325.0682524	184.4528555	0.166518012	301.0717584	178.4876287	0.065041337	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	43725	Sigma-Aldrich	C05908	128853	JKHRCGUTYDNCLE-UHFFFAOYSA-O	Delphinidin*	13270-61-6	C15H11O7+	303.0504756	304.0583002	N/A	N/A	326.0396936	N/A	N/A	302.0431996	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	17794	Sigma-Aldrich	C10084	5281654	IZQSVPBOUDKVDZ-UHFFFAOYSA-N	Isorhamnetin	480-19-3	C16H12O7	316.0583002	317.0655762	172.9580645	0.320145546	339.0475182	195.9141339	0.180219873	315.0510242	174.6001775	0.166223686	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	M6760	Sigma-Aldrich	C10107	5281672	IKMDFBPHZNJCSN-UHFFFAOYSA-N	Myricetin	529-44-2	C15H10O8	318.037566	319.044842	174.3991024	0.462383144	341.026784	193.9033833	0.079201101	317.03029	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	68120	Sigma-Aldrich	C08716	159287	KZMACGJDUUWFCH-UHFFFAOYSA-O	Malvidin*	10463-84-0	‎C17H15O7+	331.081774	332.0895986	N/A	N/A	354.070992	N/A	N/A	330.074498	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics			C19807	5379265	CPCPHNWWTJLXKQ-UHFFFAOYSA-N	5-7-Dihydroxy-3-4-5-Trimethoxyflavone	18103-42-9	C18H16O7	344.0895986	345.0968746	185.5922808	0.108342362	367.0788166	209.9893881	0.120488899	343.0823226	191.6580451	0.545986886	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	T8951	Sigma-Aldrich	C10190	68077	ULSUXBXHSYSGDT-UHFFFAOYSA-N	Tangeritin	481-53-8	C20H20O7	372.120897	373.128173	187.904644	0	395.110115	208.1462001	0.111547307	371.113621	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	R8875	Sigma-Aldrich	C07593	6758	JUVIOZPCNVVQFO-HBGVWJBISA-N	Rotenone	83-79-4	C23H22O6	394.1416312	395.1489072	199.6340225	0.327668647	417.1308492	213.1730766	0.232646574	393.1343552	202.5160984	0.028662102	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	A2862	Sigma-Aldrich	C17449	119258	ZROGCCBNZBKLEL-MPRHSVQHSA-N	Astilbin	29838-67-3	‎C21H22O11	450.1162062	451.1234822	205.8673494	0.317747376	473.1054242	212.6368764	0.094562648	449.1089302	198.3270346	0.337529306	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	40584	Sigma-Aldrich	C10018	5281600	YUSWMAULDXZHPY-UHFFFAOYSA-N	Amentoflavone	1617-53-4	C30H18O10	538.0899928	539.0972688	230.1639192	0.133447166	561.0792108	N/A	N/A	537.0827168	217.2280903	0.09634369	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	N1376	Sigma-Aldrich	C09789	442428	DFPMSGMNTNDNHN-ZPHOTFPESA-N	Naringin	10236-47-2	C27H32O14	580.179172	581.186448	240.6198223	0.127648348	603.16839	234.0178579	0.13810183	579.171896	217.3286278	0.026708571	N/A	N/A	N/A	N/A	N/A	N/A
Secondary Metabolites	Phenolics	R5143	Sigma-Aldrich	C05625	5280805	IKGXIBQEEMLURG-NVPNHPEKSA-N	Rutin	153-18-4	C27H30O16	610.153378	611.160654	236.196171	0.049150136	633.142596	251.6119257	0.115347017	609.146102	235.4924083	0.088871467	N/A	N/A	N/A	N/A	N/A	N/A
